"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"C1R",4.19107548125662e-262,5.64410941643188,0.796,0.07,1.40560289490385e-257,"3","C1R"
"C1S",5.6442421942255e-259,5.48924057463567,0.81,0.078,1.89296594709935e-254,"3","C1S"
"MMP2",3.36291753476105e-249,5.94403240046603,0.683,0.042,1.12785528280816e-244,"3","MMP2"
"SERPINF1",2.39483391394132e-246,5.32455224880984,0.743,0.061,8.03179398057638e-242,"3","SERPINF1"
"OGN",2.43869184603865e-246,6.88987174108801,0.532,0.012,8.17888471324443e-242,"3","OGN"
"MFAP4",1.43732766909285e-245,5.81981445977062,0.627,0.029,4.82050953660361e-241,"3","MFAP4"
"EFEMP1",3.7051771846504e-240,5.18147247667877,0.655,0.038,1.24264232418805e-235,"3","EFEMP1"
"DCN.3",8.39280624181331e-230,6.03900340294975,0.986,0.249,2.81477935737935e-225,"3","DCN"
"COL6A2",9.16851132617542e-226,4.68635067539102,0.859,0.127,3.07493532857271e-221,"3","COL6A2"
"C3",1.45456403113311e-218,6.08119059856674,0.732,0.077,4.87831684761421e-214,"3","C3"
"LUM.3",4.95558991305569e-218,5.37404379940656,0.908,0.183,1.66200574504062e-213,"3","LUM"
"SFRP1",1.0138004633638e-217,6.0935374830232,0.518,0.017,3.4000839940295e-213,"3","SFRP1"
"MGST1",3.87001830547282e-217,5.68347875912175,0.553,0.024,1.29792673928947e-212,"3","MGST1"
"FSTL1",4.3804352219495e-216,5.08731095372115,0.746,0.082,1.46911036473742e-211,"3","FSTL1"
"COL6A1",3.0445801657507e-215,4.99874232924241,0.746,0.084,1.02109129598947e-210,"3","COL6A1"
"PTGDS",9.34934005011228e-210,6.11012839389679,0.764,0.099,3.13558166600666e-205,"3","PTGDS"
"SRPX",9.93257831975233e-205,5.51333097426014,0.553,0.029,3.33118811687854e-200,"3","SRPX"
"SFRP2",6.12238506127639e-203,6.17933566052114,0.697,0.074,2.05332550185088e-198,"3","SFRP2"
"FBLN2",6.5526114363628e-203,5.32541538738098,0.521,0.023,2.19761482352736e-198,"3","FBLN2"
"COL1A2.3",4.75553213441262e-202,5.24701626518156,0.933,0.229,1.5949103672393e-197,"3","COL1A2"
"ISLR",1.76608704492726e-196,6.21681970751549,0.419,0.007,5.92310273127706e-192,"3","ISLR"
"COL1A1.3",7.70622946990456e-196,5.82271684009095,0.894,0.194,2.58451523961659e-191,"3","COL1A1"
"FBN1",2.75071255351468e-193,5.79409150861941,0.609,0.05,9.22533976197753e-189,"3","FBN1"
"PRELP",6.82300307510184e-193,5.64855237560324,0.433,0.01,2.28829877132765e-188,"3","PRELP"
"MGP.3",1.29854673398394e-190,5.52561228457135,0.965,0.312,4.35506603643533e-186,"3","MGP"
"OLFML3",5.66484999524653e-190,5.75473566841674,0.461,0.016,1.89987739140578e-185,"3","OLFML3"
"PDGFRA",1.07313779883179e-188,5.35852287400534,0.444,0.013,3.59908954972206e-184,"3","PDGFRA"
"CD248",5.75754971417753e-187,6.21230665833635,0.444,0.014,1.93096702314086e-182,"3","CD248"
"S100A13",2.79938526813239e-186,4.27698773359548,0.641,0.061,9.3885783122624e-182,"3","S100A13"
"COL6A3",5.33777016826882e-185,5.3625865640718,0.606,0.054,1.790181359034e-180,"3","COL6A3"
"FBLN5",2.59242488945899e-183,5.6211640233004,0.465,0.019,8.69447459426757e-179,"3","FBLN5"
"COL3A1.3",6.42715936839626e-183,5.33439571984147,0.891,0.219,2.15554070897274e-178,"3","COL3A1"
"PCOLCE",1.68724256555798e-181,4.51357263239641,0.616,0.058,5.65867411636835e-177,"3","PCOLCE"
"CXCL12",2.57536991414638e-179,3.68142952819043,0.697,0.083,8.63727561806413e-175,"3","CXCL12"
"SVEP1",2.47313538176863e-177,6.89022165373226,0.394,0.009,8.29440144337563e-173,"3","SVEP1"
"TIMP2",2.00805266741784e-176,3.81522557097353,0.729,0.101,6.73460703598595e-172,"3","TIMP2"
"RARRES2",2.62579554786588e-173,4.72682355637631,0.56,0.045,8.80639310843259e-169,"3","RARRES2"
"MRC2",1.1733104802604e-170,6.53005007221939,0.366,0.007,3.93504868869732e-166,"3","MRC2"
"GPNMB",3.74452889015718e-170,4.70754521910268,0.518,0.036,1.25584009918091e-165,"3","GPNMB"
"PODN",1.39488558736487e-169,5.54698339509073,0.398,0.012,4.6781672829043e-165,"3","PODN"
"CFD.3",2.62161993213582e-168,5.42900461169737,0.877,0.236,8.7923889283971e-164,"3","CFD"
"IGFBP6",8.28615891031395e-168,5.53696826300292,0.599,0.062,2.77901197534109e-163,"3","IGFBP6"
"C7",6.94150119763108e-166,6.22496454132738,0.44,0.021,2.32804067166151e-161,"3","C7"
"SLIT3",1.69245193437177e-165,4.79588767222084,0.521,0.039,5.67614529749606e-161,"3","SLIT3"
"MXRA8",1.26640524989891e-164,5.22412730738979,0.461,0.025,4.24726992711098e-160,"3","MXRA8"
"SERPING1",1.70555878603726e-164,3.92376589650151,0.665,0.085,5.72010305661176e-160,"3","SERPING1"
"IGF1",6.87482536347592e-164,4.94908844141282,0.489,0.031,2.30567893040255e-159,"3","IGF1"
"SPARC.2",1.28181195272689e-162,3.32861217897052,0.827,0.155,4.29894092705545e-158,"3","SPARC"
"PMP22",1.8700619758776e-162,3.78415646649047,0.602,0.061,6.27181385469828e-158,"3","PMP22"
"GPC3",9.08410892772338e-162,5.54139253171087,0.423,0.019,3.04662845217987e-157,"3","GPC3"
"CYBRD1",1.89831229443285e-160,4.63653004732178,0.472,0.029,6.36655977306888e-156,"3","CYBRD1"
"APOD",1.0548775332794e-159,5.64496408322768,0.44,0.023,3.53784827111245e-155,"3","APOD"
"TNXB",8.5921955269465e-158,5.78484673137286,0.461,0.029,2.88165053582732e-153,"3","TNXB"
"COL14A1",1.93044903368708e-157,5.07159285133452,0.489,0.035,6.47433996917974e-153,"3","COL14A1"
"MFAP5",1.04314405897334e-156,5.8615378118111,0.511,0.042,3.49849654498479e-152,"3","MFAP5"
"LRP1",1.2707659781322e-152,4.29406340712646,0.504,0.041,4.26189493745978e-148,"3","LRP1"
"CTSK",1.21144648680874e-151,5.99802303758026,0.38,0.015,4.06294922745914e-147,"3","CTSK"
"NUPR1",5.14687501108761e-150,3.32257759608352,0.606,0.069,1.72615894121856e-145,"3","NUPR1"
"DPT",9.3717735299032e-150,5.29936049803639,0.475,0.036,3.14310540645894e-145,"3","DPT"
"THY1",1.64539524930904e-149,3.29790194742501,0.57,0.058,5.51832658713265e-145,"3","THY1"
"VCAN",6.3546072823553e-148,4.23810539362452,0.44,0.027,2.13120819035632e-143,"3","VCAN"
"HTRA1",3.50887140382561e-145,4.50121343314044,0.468,0.036,1.17680529141503e-140,"3","HTRA1"
"CST3.3",9.60714720086125e-144,2.05668535530858,0.919,0.27,3.22204502822485e-139,"3","CST3"
"AEBP1",1.00994103771401e-142,4.25471468246105,0.504,0.046,3.38714025228524e-138,"3","AEBP1"
"ABCA8",3.26621134904756e-140,6.31236302582045,0.335,0.01,1.09542196224357e-135,"3","ABCA8"
"ALDH1A1",4.82907075012339e-139,4.39853062740778,0.461,0.036,1.61957374817638e-134,"3","ALDH1A1"
"CHRDL1",8.92048518103715e-139,5.69717027880224,0.331,0.01,2.99175232001624e-134,"3","CHRDL1"
"IGFBP4.2",1.02372471588834e-135,3.37156523864047,0.771,0.168,3.43336795214632e-131,"3","IGFBP4"
"CPXM1",1.86219896818983e-132,4.80177656859389,0.387,0.023,6.24544289951505e-128,"3","CPXM1"
"RSPO3",1.59757146044415e-130,5.40711286866404,0.303,0.008,5.35793516403758e-126,"3","RSPO3"
"NNMT",4.22107872472467e-130,3.10711039109416,0.69,0.123,1.41566538269816e-125,"3","NNMT"
"ABI3BP",1.53273840221195e-129,5.69864091402811,0.303,0.008,5.14049805333845e-125,"3","ABI3BP"
"GSN.3",6.92834693048755e-129,3.6524053764499,0.771,0.194,2.32362899354691e-124,"3","GSN"
"CLDN11",1.56209094491939e-128,6.39680228896963,0.292,0.007,5.23894061107065e-124,"3","CLDN11"
"C16orf89",4.05723532108889e-126,7.35645409778204,0.25,0.002,1.36071558198679e-121,"3","C16orf89"
"COL5A2",4.80878321189167e-126,4.37657399106494,0.415,0.031,1.61276971360423e-121,"3","COL5A2"
"EMILIN1",5.02361376535983e-126,5.37785037956446,0.31,0.01,1.68481958462638e-121,"3","EMILIN1"
"CPE",1.38392222903779e-125,3.54233005391463,0.532,0.064,4.64139837174694e-121,"3","CPE"
"IGFBP5",1.70787829909688e-125,3.84450222924884,0.595,0.089,5.72788223951111e-121,"3","IGFBP5"
"PLAC9",6.95692657239413e-124,3.25478155066208,0.556,0.073,2.33321403384954e-119,"3","PLAC9"
"CFH",9.65898767808793e-123,4.37995174490784,0.408,0.031,3.23943128747713e-118,"3","CFH"
"SOD3",1.14886552232747e-122,4.16860773945131,0.419,0.034,3.85306518878185e-118,"3","SOD3"
"ELN",1.77186872421615e-122,5.02390712704812,0.349,0.019,5.94249332727613e-118,"3","ELN"
"SELENOP",2.71123765306779e-122,1.73837191669311,0.715,0.144,9.09294884085876e-118,"3","SELENOP"
"COL5A1",6.47221052006623e-122,4.95489763826644,0.37,0.024,2.17064996421981e-117,"3","COL5A1"
"DCLK1",2.131904928366e-121,5.71464709285488,0.285,0.008,7.14998274875391e-117,"3","DCLK1"
"CALD1",3.28623518440646e-121,2.18813444578283,0.662,0.107,1.10213755614624e-116,"3","CALD1"
"ABCA9",1.85669068424383e-120,6.45929850941038,0.271,0.006,6.22696921681697e-116,"3","ABCA9"
"ITIH5",3.11516802989512e-120,4.50438189672535,0.363,0.022,1.04476505386622e-115,"3","ITIH5"
"PLA2G2A",1.8850955323828e-119,6.32639565430692,0.511,0.07,6.32223339650542e-115,"3","PLA2G2A"
"LAMC1",3.99180503007492e-119,4.29963496388613,0.398,0.031,1.33877157098653e-114,"3","LAMC1"
"BOC",5.24472608607459e-119,5.73562840689516,0.275,0.007,1.7589762347477e-114,"3","BOC"
"FGF7",2.2023979166592e-118,5.27075366033841,0.32,0.015,7.38640213289162e-114,"3","FGF7"
"SMOC2",3.01513672117507e-118,4.87356843612984,0.352,0.021,1.0112165535477e-113,"3","SMOC2"
"WISP2",1.07517647340094e-116,5.90964497816071,0.296,0.011,3.60592685649207e-112,"3","WISP2"
"F3",1.82594843393248e-116,4.47432505085207,0.338,0.019,6.12386585772277e-112,"3","F3"
"TSHZ2",2.32692543191307e-116,3.51688074633253,0.479,0.055,7.80404251355007e-112,"3","TSHZ2"
"LAMA2",1.59163101035408e-115,6.28908901127146,0.254,0.005,5.3380120825255e-111,"3","LAMA2"
"FXYD1",4.89473817803287e-114,3.8789564806527,0.472,0.055,1.64159729014866e-109,"3","FXYD1"
"LHFPL6",5.68936777558183e-114,3.27976702991636,0.496,0.061,1.90810016457463e-109,"3","LHFPL6"
"LAMA4",1.55712320220022e-113,3.64601251598922,0.433,0.043,5.2222797955391e-109,"3","LAMA4"
"PDGFRL",2.01171766483944e-113,5.05621284086643,0.289,0.011,6.74689870433852e-109,"3","PDGFRL"
"AKAP12",1.16444520513713e-111,3.37141819586183,0.398,0.034,3.90531632898889e-107,"3","AKAP12"
"SH3D19",1.61922043859446e-111,4.01899879384404,0.363,0.026,5.43054150695809e-107,"3","SH3D19"
"PPIC",9.12020302660166e-110,3.84396216474244,0.387,0.032,3.05873369106166e-105,"3","PPIC"
"LGALS3BP",1.57465926461956e-109,3.7729158808227,0.525,0.082,5.28109224168107e-105,"3","LGALS3BP"
"PLAT",3.47338541531755e-109,4.71724503950318,0.324,0.019,1.1649040005892e-104,"3","PLAT"
"LTBP4",1.91937903713888e-107,4.25039738873699,0.458,0.057,6.43721341475638e-103,"3","LTBP4"
"PLPP3",5.84413810579045e-107,4.07136238994975,0.387,0.035,1.96000703792e-102,"3","PLPP3"
"GPX3",7.49032660467761e-104,3.30849285338946,0.535,0.087,2.51210573667678e-99,"3","GPX3"
"CYR61",2.43275395805119e-103,4.38848254594376,0.511,0.08,8.15897022451209e-99,"3","CYR61"
"NFIX",4.15974178513381e-102,4.25643747327275,0.345,0.027,1.39509419989818e-97,"3","NFIX"
"SRGN.1",6.54432411057199e-102,-4.70715685342522,0.123,0.821,2.19483542020363e-97,"3","SRGN"
"PTGIS",7.71981550152193e-102,5.59650993887409,0.261,0.01,2.58907172290042e-97,"3","PTGIS"
"CD63.3",1.4572799065334e-100,2.24094539199318,0.933,0.545,4.88742535053173e-96,"3","CD63"
"TFPI",1.68197616851702e-99,3.478814777923,0.398,0.041,5.64101167397239e-95,"3","TFPI"
"EFEMP2",1.29836755465852e-98,3.52892003332634,0.38,0.037,4.35446510481374e-94,"3","EFEMP2"
"BTG1.1",2.40719724703525e-98,-3.61078785473815,0.342,0.849,8.07325812710683e-94,"3","BTG1"
"COL12A1",2.44996634454206e-98,4.92253139624295,0.31,0.021,8.21669712632517e-94,"3","COL12A1"
"GAS1",5.60900997314608e-97,5.27974732636315,0.282,0.016,1.88114976479373e-92,"3","GAS1"
"ANGPTL2",1.61562407254287e-96,4.34794486016557,0.303,0.02,5.41848001449426e-92,"3","ANGPTL2"
"ABCA6",1.95056807981027e-96,4.42231985561338,0.264,0.012,6.54181522606767e-92,"3","ABCA6"
"NFIA",3.42640541112219e-96,3.25660112048121,0.444,0.058,1.14914784678216e-91,"3","NFIA"
"ASPN",9.39029198652754e-95,4.70095474150713,0.289,0.018,3.14931612644161e-90,"3","ASPN"
"CTHRC1",3.51727852712779e-94,4.42304270421389,0.296,0.019,1.17962487242812e-89,"3","CTHRC1"
"SSPN",8.79232083826224e-94,4.26383144284826,0.296,0.019,2.94876856273639e-89,"3","SSPN"
"DDR2",9.55246398014077e-93,4.03598672292993,0.275,0.015,3.20370536965961e-88,"3","DDR2"
"SGCE",1.17868434312819e-92,4.22100139594623,0.331,0.029,3.95307154998334e-88,"3","SGCE"
"ALDH1A3",1.19857582221749e-92,4.44762557312523,0.285,0.018,4.01978359255301e-88,"3","ALDH1A3"
"RARRES1",1.43591417655053e-92,5.23895375706909,0.261,0.013,4.81576896531516e-88,"3","RARRES1"
"TIMP1.2",2.10036845625908e-89,3.10952986354572,0.736,0.257,7.0442157286017e-85,"3","TIMP1"
"SPARCL1.2",4.32876172355379e-89,1.8507385677871,0.68,0.156,1.45178010684547e-84,"3","SPARCL1"
"TMEM176B",4.53439928841057e-89,3.0052191757368,0.384,0.043,1.52074683334714e-84,"3","TMEM176B"
"FN1",9.2363205114699e-89,3.51238821858808,0.426,0.06,3.09767717313678e-84,"3","FN1"
"HSPB6",1.1890660614332e-88,3.71475444956417,0.338,0.032,3.98788975683468e-84,"3","HSPB6"
"CXCR4.1",2.86827720661633e-88,-5.60835182395427,0.074,0.734,9.61962809554984e-84,"3","CXCR4"
"PRRX1",1.77918455294791e-87,3.38020387996916,0.359,0.038,5.96702915367669e-83,"3","PRRX1"
"HLA-B",2.70799954955007e-86,-1.96710549519011,0.694,0.943,9.08208888928104e-82,"3","HLA-B"
"PTPRC.2",1.20800045283228e-84,-6.20621638474121,0.018,0.7,4.05139191870888e-80,"3","PTPRC"
"B2M",6.85952542930385e-84,-1.46407196458602,0.968,0.993,2.30054763847993e-79,"3","B2M"
"MFGE8",9.81252949052367e-84,3.02957336944733,0.394,0.051,3.29092614053183e-79,"3","MFGE8"
"S100A6.1",1.70813712838246e-83,2.09938989188296,0.933,0.697,5.7287503011691e-79,"3","S100A6"
"SFRP4",4.49305860771877e-83,5.46602483214942,0.275,0.02,1.50688199585672e-78,"3","SFRP4"
"CLU",1.87634395227969e-81,3.73006178547518,0.546,0.129,6.29288234715561e-77,"3","CLU"
"TMEM176A",8.08643751017186e-81,3.20722955128408,0.335,0.036,2.71202941216144e-76,"3","TMEM176A"
"NFIB",1.92839644048753e-80,2.67184389046135,0.433,0.066,6.46745598210708e-76,"3","NFIB"
"CAVIN3",2.10069990940082e-79,2.8836788459229,0.401,0.056,7.04532735614846e-75,"3","CAVIN3"
"OAF",3.40664078769435e-79,3.47867789145077,0.296,0.027,1.14251918737693e-74,"3","OAF"
"PLTP",3.49570087347209e-79,1.70159748888815,0.423,0.064,1.17238815894507e-74,"3","PLTP"
"FHL1",3.65963351377543e-79,2.73751390430393,0.444,0.074,1.22736788785e-74,"3","FHL1"
"LAMB1",2.55102900957755e-78,3.43212432065882,0.335,0.038,8.55564109232117e-74,"3","LAMB1"
"LIMA1",5.19141932607653e-77,3.19393259970114,0.415,0.068,1.74109821357955e-72,"3","LIMA1"
"GNG12",2.60636268773011e-76,3.63370129270005,0.282,0.025,8.74121918210926e-72,"3","GNG12"
"PTMA",4.96762208532985e-76,-1.6292990631138,0.711,0.937,1.66604109497793e-71,"3","PTMA"
"CRYAB",2.14150998899617e-75,3.52222638705052,0.31,0.033,7.18219620109536e-71,"3","CRYAB"
"VIM.1",9.59963749801079e-75,1.35831417739177,1,0.863,3.21952642408286e-70,"3","VIM"
"ARHGDIB",2.67923289959492e-74,-4.87972183526357,0.028,0.663,8.98561129866143e-70,"3","ARHGDIB"
"NID1",2.86024124953289e-73,3.84789086504758,0.282,0.027,9.5926771026834e-69,"3","NID1"
"DPYSL3",5.96135154134219e-73,3.72236330789032,0.254,0.02,1.99931807993534e-68,"3","DPYSL3"
"SDC2",1.14131474437909e-72,3.9459053297607,0.261,0.022,3.82774138969858e-68,"3","SDC2"
"LAMB2",1.18431857174494e-72,3.27735850665142,0.327,0.04,3.97196762591816e-68,"3","LAMB2"
"EGR1.3",4.06335866714875e-72,2.10724855335095,0.729,0.274,1.36276922978835e-67,"3","EGR1"
"ECM2",6.81306670434361e-72,3.99554065439716,0.25,0.02,2.28496631130276e-67,"3","ECM2"
"BEX3",8.03819027999793e-72,3.1518067164307,0.373,0.056,2.69584825610571e-67,"3","BEX3"
"MEG3",1.1149213636078e-71,4.37841232019338,0.338,0.046,3.73922326926786e-67,"3","MEG3"
"DST",1.17166349835939e-71,2.87774049207357,0.394,0.063,3.92952504079774e-67,"3","DST"
"CDKN1C",2.52086117077882e-70,3.03800892225657,0.401,0.069,8.45446419455799e-66,"3","CDKN1C"
"IFITM3.3",6.91027463986138e-70,1.44478883332985,0.743,0.228,2.31756790871671e-65,"3","IFITM3"
"HLA-C",1.10489591022636e-68,-1.95167347165019,0.518,0.875,3.70559990371718e-64,"3","HLA-C"
"PLPP1",1.26404801416169e-68,2.79058368455733,0.398,0.068,4.23936422989549e-64,"3","PLPP1"
"COPZ2",3.10304178000302e-68,3.37606509060532,0.264,0.025,1.04069815217741e-63,"3","COPZ2"
"CLEC11A",2.37173128609729e-67,3.7014620947525,0.261,0.025,7.95431238731308e-63,"3","CLEC11A"
"RND3",7.26691304879871e-67,3.51428663183174,0.296,0.035,2.43717729830611e-62,"3","RND3"
"HLA-A",9.10676609707953e-67,-1.64099215388225,0.697,0.919,3.05422721363853e-62,"3","HLA-A"
"SELENOM",9.93357329575627e-67,2.69984924868809,0.556,0.162,3.33152181193074e-62,"3","SELENOM"
"APP",2.06974995338196e-66,2.47435816072853,0.454,0.094,6.94152739365243e-62,"3","APP"
"MMP23B",7.85759715104438e-66,3.59799834056096,0.31,0.041,2.63528093251727e-61,"3","MMP23B"
"PRSS23",5.69058889255812e-65,3.41395508447164,0.32,0.045,1.90850970278614e-60,"3","PRSS23"
"NEXN",8.09708238932446e-65,3.48421067706957,0.271,0.029,2.71559949173164e-60,"3","NEXN"
"PALLD",8.37836134814969e-65,3.28651720738514,0.285,0.033,2.80993482894244e-60,"3","PALLD"
"TIMP3",9.08470767113442e-65,1.71183313638872,0.567,0.14,3.04682925874506e-60,"3","TIMP3"
"BGN",2.53728907884486e-64,2.74997814973299,0.345,0.052,8.50956011262988e-60,"3","BGN"
"CTSF",1.89684399127606e-63,3.39410102621915,0.285,0.034,6.36163537794166e-59,"3","CTSF"
"STK4.1",3.31244961231081e-63,-3.91907885777606,0.07,0.634,1.1109293509768e-58,"3","STK4"
"TCEAL9",4.68058272955977e-63,2.8052536119442,0.331,0.049,1.56977383583976e-58,"3","TCEAL9"
"CD34",2.15541526474303e-61,2.67868938419327,0.289,0.036,7.22883171489516e-57,"3","CD34"
"FGFR1",3.27067647735207e-61,3.01264637857137,0.338,0.055,1.09691947697434e-56,"3","FGFR1"
"PLXDC2",6.81326942603681e-61,3.33821763526758,0.254,0.027,2.28503430010423e-56,"3","PLXDC2"
"MAP1B",6.4701990501311e-60,2.56200933626645,0.296,0.039,2.16997535743297e-55,"3","MAP1B"
"NDN",9.85517356530587e-60,3.12668079768281,0.261,0.029,3.30522811033228e-55,"3","NDN"
"MYL9",1.8622235198648e-58,1.3241129982276,0.482,0.106,6.24552524092258e-54,"3","MYL9"
"GAS6",2.07242516544387e-58,2.92961353873962,0.349,0.061,6.95049951986564e-54,"3","GAS6"
"CD81.2",5.92443297489641e-58,1.80228714181864,0.831,0.598,1.98693633112076e-53,"3","CD81"
"MDK",6.97671164895431e-58,3.16547598161675,0.271,0.034,2.3398495528263e-53,"3","MDK"
"HLA-E",9.94078028267777e-58,-1.68111992300708,0.486,0.859,3.33393889120447e-53,"3","HLA-E"
"PDK4",1.11342830797775e-57,2.23696648085408,0.521,0.138,3.73421585929578e-53,"3","PDK4"
"LAPTM5.1",1.15406642669952e-57,-3.6105537367286,0.046,0.6,3.87050798186485e-53,"3","LAPTM5"
"MARCKS.2",2.35579698979955e-57,2.08932033340159,0.581,0.179,7.90087194438972e-53,"3","MARCKS"
"HSPG2",8.73496864711768e-57,1.95742635977041,0.363,0.065,2.92953378487033e-52,"3","HSPG2"
"SERPINH1",8.91397196295052e-57,2.85591081539655,0.31,0.048,2.98956791693435e-52,"3","SERPINH1"
"ETS1.2",8.97315287342447e-57,-3.94281463627202,0.063,0.591,3.0094160106891e-52,"3","ETS1"
"METTL7A",1.37196326531675e-56,2.73779835832699,0.349,0.063,4.60129039921932e-52,"3","METTL7A"
"ALDH2",1.69978143152214e-56,2.92587430557582,0.289,0.041,5.70072696503896e-52,"3","ALDH2"
"CD37.1",2.09870767481391e-56,-5.83739320112723,0.014,0.545,7.03864579979088e-52,"3","CD37"
"LAPTM4A.2",3.06787078804762e-56,2.33650925255178,0.662,0.298,1.02890250489541e-51,"3","LAPTM4A"
"CD52.2",5.39486426400946e-56,-7.0212245506686,0.007,0.535,1.80932957686349e-51,"3","CD52"
"FMO2",5.75710362574417e-56,3.01086455881826,0.264,0.033,1.93081741400208e-51,"3","FMO2"
"CAVIN1",6.88780654606185e-56,1.85613666818932,0.454,0.104,2.31003255941822e-51,"3","CAVIN1"
"PDGFRB",1.80815404768152e-55,2.29174223665167,0.303,0.045,6.0641870451143e-51,"3","PDGFRB"
"CREM",7.38717667018253e-55,-4.39967500415109,0.053,0.57,2.47751131164582e-50,"3","CREM"
"HSPB1",4.92735870900986e-54,2.16766644281682,0.511,0.152,1.65253756382773e-49,"3","HSPB1"
"JUN.1",1.8947360696732e-53,1.56246193209202,0.838,0.54,6.35456583046996e-49,"3","JUN"
"IGFBP7.3",3.39349898862455e-53,1.13128263647972,0.662,0.23,1.1381116908049e-48,"3","IGFBP7"
"IL1R1",5.74736644063059e-53,2.70164070953994,0.268,0.037,1.92755175685869e-48,"3","IL1R1"
"EPB41L2",1.03962783510573e-52,2.73647845273393,0.338,0.064,3.4867038333776e-48,"3","EPB41L2"
"APOE",6.32632522780952e-52,2.60154967222781,0.412,0.098,2.12172295490276e-47,"3","APOE"
"ANXA2.2",7.16289079063458e-52,1.9410699476597,0.739,0.385,2.40229031336303e-47,"3","ANXA2"
"CYB5A",8.32963860889927e-52,2.78170155550582,0.394,0.092,2.79359419665264e-47,"3","CYB5A"
"ISG20.1",1.41109959369595e-51,-5.4309213874936,0.021,0.521,4.73254581733747e-47,"3","ISG20"
"TNFAIP3.2",2.26587516101568e-51,-3.32989373004966,0.102,0.612,7.5992921150144e-47,"3","TNFAIP3"
"CTGF",8.53803730503213e-51,3.79264124242492,0.31,0.057,2.86348695136167e-46,"3","CTGF"
"KLF4",9.42867887657813e-51,1.99417605942342,0.518,0.157,3.16219032162677e-46,"3","KLF4"
"HCST.2",7.30958980162459e-50,-6.306045033399,0.011,0.499,2.45149022766885e-45,"3","HCST"
"CD48.1",8.95979710258617e-50,-5.134214069319,0.011,0.501,3.00493675226535e-45,"3","CD48"
"SMAP2.1",6.17881134564528e-49,-3.26493268248069,0.042,0.539,2.07224974910251e-44,"3","SMAP2"
"SARAF.1",7.62467970324497e-49,-2.32262723169305,0.282,0.705,2.5571650788743e-44,"3","SARAF"
"EZR.1",1.01421818495421e-48,-3.57178130147548,0.074,0.562,3.40148494869944e-44,"3","EZR"
"RHOBTB3",4.81753283948088e-48,3.13139285415304,0.25,0.036,1.6157041637051e-43,"3","RHOBTB3"
"ASPH",1.0244035000681e-47,2.83834966809024,0.296,0.053,3.43564445852839e-43,"3","ASPH"
"IGFBP3",1.17767778619327e-47,2.81102911526873,0.261,0.04,3.94969575933499e-43,"3","IGFBP3"
"NFIC",1.35183631990469e-47,2.63945624022085,0.38,0.094,4.53378864969636e-43,"3","NFIC"
"GMFG.1",1.56132502632748e-47,-5.02582535872786,0.007,0.484,5.2363718732971e-43,"3","GMFG"
"CYTIP.1",2.26924379460598e-47,-6.23334813784013,0.007,0.479,7.61058983834955e-43,"3","CYTIP"
"STK17B",2.96561061763848e-47,-3.73786119381469,0.053,0.528,9.94606488943593e-43,"3","STK17B"
"CALM1",4.58627466629367e-47,-1.57746248179665,0.493,0.823,1.53814479758157e-42,"3","CALM1"
"CORO1A",6.26728315878727e-47,-4.84347896746957,0.014,0.486,2.10192142579408e-42,"3","CORO1A"
"VAT1",9.49996543204338e-47,2.70411526344711,0.31,0.061,3.18609840659871e-42,"3","VAT1"
"LGALS1.2",1.29455584521307e-46,1.44202829799662,0.824,0.462,4.3416813936756e-42,"3","LGALS1"
"CD69",2.53876550213695e-46,-5.73617577823376,0.018,0.487,8.51451174106689e-42,"3","CD69"
"CD53",1.55084605323123e-45,-3.41847095347911,0.039,0.512,5.20122749332689e-41,"3","CD53"
